Sample_ID,pca1,pca2,long,lat
BC001,4.640691180173359,10.279604942951883,2.5598115629825795,3.5928291795506353
BC002,8.49117566452408,13.952594473999604,10.32952652199787,11.095061491883506
BC003,1.0513140283862445,1.8087386675612729,2.0804037163991325,2.3119950744368913
BC004,3.6756221711925146,7.013557323157651,9.711241719398803,7.832799774301725
BC005,8.616743172896411,4.376580295571176,1.0518863445949302,6.828671752890598
BC015,2.24756489121595,12.771134580166304,6.536234121451282,1.1846195968228286
BC016,4.723377307712799,1.9579938938104844,15.6667018923434,2.0041638580070793
BC018,1.2824346736029117,1.6586781036829452,6.761633046611009,6.116112559228989
BC020,8.547332281468982,4.671543498065951,7.15721114172144,3.9308302066132104
BC048,3.615168778390542,5.951673455470323,9.522296836222182,3.0793409192436614
BC049,8.208658593511378,14.58598951172316,3.568637913573731,1.2229049371418728
BC051,1.7196386865913587,3.589930974857813,10.004221113280217,7.071471001452895
BC105,11.745702150517918,12.276686280021089,14.062451414289516,6.503876662430908
BC108,1.6219298070599575,2.529941950171904,1.898059174840937,2.6595821195440714
BC262,1.160226923361217,14.353008115583767,15.201578728381548,1.6163763268013864
BCL01,1.7562703497332819,4.758112736833254,12.912588578221742,9.580569482828357
BCL03,2.2428904608515214,3.934665667100699,7.668015489989385,4.75096471521667
HNF132,1.960410721814461,1.765968600535233,5.3122840049196425,10.061781294749013
HNF133,11.682419114605565,13.135734030985093,6.902457939967254,1.4370324648652808
HNF134,1.7995480626544047,2.6061438191511406,13.795064495180197,9.107297867620177
HNF144,1.1902808195114523,7.95687742750515,6.199138489864934,3.1354795653297862
HNF168,2.2252713249703295,1.2199900853021421,6.730631124332287,11.023338656846812
HNF185,12.978679214249516,6.911869690326844,1.6041063306327696,1.96434884450187
HNF187,15.45978247667311,5.829195743236453,6.088800814534601,5.010427908978055
HNF216,6.407460476925246,1.192083592329906,2.7083541752385525,4.305026844459304
HNF217,9.4934689129493,5.451176687148473,1.0786233740869913,10.970704237465212
HNF224,1.257723964765609,2.4851606793394385,6.847975627867229,7.364907149464758
HNF225,2.4648381022116608,2.4531391510530014,7.2190192911471085,2.3816623006086926
HNF229,2.362601742443204,6.020027099737453,3.9220253823871705,8.051234321286902
HNF242,2.9794539355213385,10.481329115847089,2.015943625614305,13.29219629788238
HNF250,6.8783912349063625,11.884230432994455,1.4772949442351682,2.0028759087010184
HNF267,1.4491419480689645,5.20809971989978,9.764592863622068,13.528282747555739
HNF269,4.394653205666967,5.089840522378943,3.1935333722095747,4.8902613905426024
YSF004,2.262917793090593,7.989294272237616,5.69684128699539,15.606730718854019
YSF117,3.2350849788135014,1.2902599000947446,6.729632528654347,11.988332563253358
YSF295,2.0946074135525947,7.188987693873125,12.085231441455337,1.3342790548108443
YSF296,5.400089763312997,1.9353926456781545,15.311914881248482,12.774140813414268
YSF298,5.455664893995469,6.315561889836295,4.7503673447953245,4.008912479738954
YSF300,2.437967685128541,2.4885933612650843,7.654603108452921,11.89615864298644
YSF44,1.324556166091612,5.064808171903968,13.012760614765057,1.982724663316694
YSF45,1.0938743217544162,1.1642798962490497,9.718438938044228,4.034800729970099
YSF47,14.67301460775129,15.28776939711225,2.423609688395384,14.260561617894504
YSF65,3.533951668588198,15.378654924013965,4.321809391715644,2.8329369022513076
YSF66,2.635434349838795,3.907984079874541,7.554424291168658,12.110293097509013
YSF69,4.461621182516787,4.4844306156079945,7.7685873520046345,15.137359585580748
YSF70,10.530017089782554,13.360446540977245,1.4759893017776688,14.532535642142125
YSF71,6.414905943110496,15.176181787838793,4.171157263345772,7.581172080397126
YSF74,5.679203988828203,14.73243100641308,1.1156273071922589,2.238183642469134
YSF46,2.8271594404866196,1.1781961857986205,2.429572943080965,15.822654564130044
